 v-sweep         v(vin)          v(vout)        
 1.44100000e+00  1.44100000e+00  2.18043856e-06 
 1.44200000e+00  1.44200000e+00  2.18724214e-06 
 1.44300000e+00  1.44300000e+00  2.19410888e-06 
 1.44400000e+00  1.44400000e+00  2.20103766e-06 
 1.44500000e+00  1.44500000e+00  2.20802742e-06 
 1.44600000e+00  1.44600000e+00  2.21507712e-06 
 1.44700000e+00  1.44700000e+00  2.22218575e-06 
 1.44800000e+00  1.44800000e+00  2.22935236e-06 
 1.44900000e+00  1.44900000e+00  2.23657599e-06 
 1.45000000e+00  1.45000000e+00  2.24385576e-06 
 1.45100000e+00  1.45100000e+00  2.25119078e-06 
 1.45200000e+00  1.45200000e+00  2.25858022e-06 
 1.45300000e+00  1.45300000e+00  2.26602325e-06 
 1.45400000e+00  1.45400000e+00  2.27351909e-06 
 1.45500000e+00  1.45500000e+00  2.28106698e-06 
 1.45600000e+00  1.45600000e+00  2.28866619e-06 
 1.45700000e+00  1.45700000e+00  2.29631600e-06 
 1.45800000e+00  1.45800000e+00  2.30401574e-06 
 1.45900000e+00  1.45900000e+00  2.31176474e-06 
 1.46000000e+00  1.46000000e+00  2.31956236e-06 
 1.46100000e+00  1.46100000e+00  2.32740799e-06 
 1.46200000e+00  1.46200000e+00  2.33530104e-06 
 1.46300000e+00  1.46300000e+00  2.34324092e-06 
 1.46400000e+00  1.46400000e+00  2.35122710e-06 
 1.46500000e+00  1.46500000e+00  2.35925903e-06 
 1.46600000e+00  1.46600000e+00  2.36733620e-06 
 1.46700000e+00  1.46700000e+00  2.37545811e-06 
 1.46800000e+00  1.46800000e+00  2.38362429e-06 
 1.46900000e+00  1.46900000e+00  2.39183428e-06 
 1.47000000e+00  1.47000000e+00  2.40008762e-06 
 1.47100000e+00  1.47100000e+00  2.40838390e-06 
 1.47200000e+00  1.47200000e+00  2.41672270e-06 
 1.47300000e+00  1.47300000e+00  2.42510362e-06 
 1.47400000e+00  1.47400000e+00  2.43352627e-06 
 1.47500000e+00  1.47500000e+00  2.44199030e-06 
 1.47600000e+00  1.47600000e+00  2.45049534e-06 
 1.47700000e+00  1.47700000e+00  2.45904106e-06 
 1.47800000e+00  1.47800000e+00  2.46762712e-06 
 1.47900000e+00  1.47900000e+00  2.47625320e-06 
 1.48000000e+00  1.48000000e+00  2.48491901e-06 
 1.48100000e+00  1.48100000e+00  2.49362426e-06 
 1.48200000e+00  1.48200000e+00  2.50236865e-06 
 1.48300000e+00  1.48300000e+00  2.51115193e-06 
 1.48400000e+00  1.48400000e+00  2.51997382e-06 
 1.48500000e+00  1.48500000e+00  2.52883409e-06 
 1.48600000e+00  1.48600000e+00  2.53773249e-06 
 1.48700000e+00  1.48700000e+00  2.54666880e-06 
 1.48800000e+00  1.48800000e+00  2.55564279e-06 
 1.48900000e+00  1.48900000e+00  2.56465425e-06 
 1.49000000e+00  1.49000000e+00  2.57370299e-06 
 1.49100000e+00  1.49100000e+00  2.58278880e-06 
 1.49200000e+00  1.49200000e+00  2.59191150e-06 
 1.49300000e+00  1.49300000e+00  2.60107092e-06 
 1.49400000e+00  1.49400000e+00  2.61026688e-06 
 1.49500000e+00  1.49500000e+00  2.61949923e-06 
 1.49600000e+00  1.49600000e+00  2.62876780e-06 
 1.49700000e+00  1.49700000e+00  2.63807246e-06 
 1.49800000e+00  1.49800000e+00  2.64741305e-06 
 1.49900000e+00  1.49900000e+00  2.65678945e-06 
 1.50000000e+00  1.50000000e+00  2.66620153e-06 
