 time            i(i0)           i(v1)           vr1             vr2            
 5.59839872e-09  3.30000000e-04  1.46191501e-08  2.55000000e+00  3.05000000e+00 
 5.64769413e-09  3.30000000e-04 -1.59730432e-08  2.55000000e+00  3.05000000e+00 
 5.70460601e-09  3.30000000e-04 -1.89262741e-08  2.55000000e+00  3.05000000e+00 
 5.76731343e-09  3.30000000e-04  2.15491038e-09  2.55000000e+00  3.05000000e+00 
 5.85464232e-09  3.30000000e-04  3.75568633e-09  2.55000000e+00  3.05000000e+00 
 5.95045439e-09  3.30000000e-04 -1.17981674e-09  2.55000000e+00  3.05000000e+00 
 6.05045439e-09  3.30000000e-04 -9.48343029e-09  2.55000000e+00  3.05000000e+00 
 6.15045439e-09  3.30000000e-04 -1.01113619e-08  2.55000000e+00  3.05000000e+00 
 6.25045439e-09  3.30000000e-04 -6.98482402e-09  2.55000000e+00  3.05000000e+00 
 6.35045439e-09  3.30000000e-04 -4.96494809e-09  2.55000000e+00  3.05000000e+00 
 6.45045439e-09  3.30000000e-04 -5.04356246e-09  2.55000000e+00  3.05000000e+00 
 6.55045439e-09  3.30000000e-04 -6.56250887e-09  2.55000000e+00  3.05000000e+00 
 6.65045439e-09  3.30000000e-04 -9.07792980e-09  2.55000000e+00  3.05000000e+00 
 6.75045439e-09  3.30000000e-04 -4.32713163e-09  2.55000000e+00  3.05000000e+00 
 6.85045439e-09  3.30000000e-04  4.18651615e-08  2.55000000e+00  3.05000000e+00 
 6.95045439e-09  3.30000000e-04  1.18922943e-07  2.55000000e+00  3.05000000e+00 
 7.05045439e-09  3.30000000e-04  1.91689205e-07  2.55000000e+00  3.05000000e+00 
 7.15045439e-09  3.30000000e-04  3.18396757e-07  2.55000000e+00  3.05000000e+00 
 7.25045439e-09  3.30000000e-04  7.93598365e-07  2.55000000e+00  3.05000000e+00 
 7.33116551e-09  3.30000000e-04  1.10948264e-06  2.55000000e+00  3.05000000e+00 
 7.42347212e-09  3.30000000e-04  2.53313654e-06  2.55000000e+00  3.05000000e+00 
 7.50081958e-09  3.30000000e-04  8.47632072e-06  2.55000000e+00  3.05000000e+00 
 7.54605590e-09  3.30000000e-04  1.38718265e-05  2.55000000e+00  3.05000000e+00 
 7.58111608e-09  3.30000000e-04  2.43384153e-05  2.55000000e+00  3.05000000e+00 
 7.61057877e-09  3.30000000e-04  3.99471630e-05  2.55000000e+00  3.05000000e+00 
 7.62794930e-09  3.30000000e-04  4.43479060e-05  2.55000000e+00  3.05000000e+00 
 7.64897372e-09  3.30000000e-04  5.50938192e-05  2.55000000e+00  3.05000000e+00 
 7.67335381e-09  3.30000000e-04  7.75101180e-05  2.55000000e+00  3.05000000e+00 
 7.69336862e-09  3.30000000e-04  9.40652951e-05  2.55000000e+00  3.05000000e+00 
 7.70230010e-09  3.30000000e-04  1.10548911e-04  2.55000000e+00  3.05000000e+00 
 7.71048514e-09  3.30000000e-04  1.08798562e-04  2.55000000e+00  3.05000000e+00 
 7.71936282e-09  3.30000000e-04  1.06781262e-04  2.55000000e+00  3.05000000e+00 
 7.73490556e-09  3.30000000e-04  8.62964636e-05  2.55000000e+00  3.05000000e+00 
 7.75095413e-09  3.30000000e-04  4.98408590e-05  2.55000000e+00  3.05000000e+00 
 7.78305129e-09  3.30000000e-04 -1.09361774e-04  2.55000000e+00  3.05000000e+00 
 7.80099817e-09  3.30000000e-04 -4.17432910e-04  2.55000000e+00  3.05000000e+00 
 7.81868006e-09  3.30000000e-04 -9.06725352e-04  2.55000000e+00  3.05000000e+00 
 7.83831255e-09  3.30000000e-04 -1.27819941e-03  2.55000000e+00  3.05000000e+00 
 7.85653536e-09  3.30000000e-04 -1.35123518e-03  2.55000000e+00  3.05000000e+00 
 7.86884166e-09  3.30000000e-04 -1.23624271e-03  2.55000000e+00  3.05000000e+00 
 7.88463107e-09  3.30000000e-04 -9.31072584e-04  2.55000000e+00  3.05000000e+00 
 7.90876548e-09  3.30000000e-04 -3.11724561e-04  2.55000000e+00  3.05000000e+00 
 7.94357367e-09  3.30000000e-04  2.93362539e-04  2.55000000e+00  3.05000000e+00 
 7.98480419e-09  3.30000000e-04 -1.32667723e-05  2.55000000e+00  3.05000000e+00 
 8.01755191e-09  3.30000000e-04 -3.57325288e-04  2.55000000e+00  3.05000000e+00 
 8.05645834e-09  3.30000000e-04 -7.40346263e-04  2.55000000e+00  3.05000000e+00 
 8.10572725e-09  3.30000000e-04 -1.01968359e-03  2.55000000e+00  3.05000000e+00 
 8.15674144e-09  3.30000000e-04 -1.03762958e-03  2.55000000e+00  3.05000000e+00 
 8.20985247e-09  3.30000000e-04 -8.91027382e-04  2.55000000e+00  3.05000000e+00 
 8.26261344e-09  3.30000000e-04 -6.92712094e-04  2.55000000e+00  3.05000000e+00 
 8.32200245e-09  3.30000000e-04 -4.83601497e-04  2.55000000e+00  3.05000000e+00 
 8.39108563e-09  3.30000000e-04 -2.95491100e-04  2.55000000e+00  3.05000000e+00 
 8.47135855e-09  3.30000000e-04 -1.51009837e-04  2.55000000e+00  3.05000000e+00 
 8.57135855e-09  3.30000000e-04 -5.12090562e-05  2.55000000e+00  3.05000000e+00 
 8.67135855e-09  3.30000000e-04 -6.02101085e-06  2.55000000e+00  3.05000000e+00 
 8.77135855e-09  3.30000000e-04  1.03357851e-05  2.55000000e+00  3.05000000e+00 
 8.87135855e-09  3.30000000e-04  1.34953406e-05  2.55000000e+00  3.05000000e+00 
